ID,Gene Description,Gene Accession Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,Cluster_assignments
3808,FLII gene,U80184_rna1_at,-0.501733477,-0.318843636,-0.330926499,-0.367314602,-0.323863885,-0.557713203,-0.258582397,-0.315962245,-0.270328274,-0.215808467,-0.074839496,-0.320062318,-0.330852365,-0.383999834,-0.097799461,-0.190442728,-0.301289649,-0.402841123,-0.367187604,-0.193523584,-0.141776605,-0.314060442,-0.38290982,-0.515105656,-0.351592589,-0.27180421,-0.463115812,-0.362506488,-0.491579821,-0.578394955,-0.137841589,-0.414197916,-0.220026173,-0.188799973,4
3809,Transcription factor SIM2 long form mRNA,U80456_at,-0.29193592,-0.433829129,-0.319570551,-0.246658502,-0.350528976,-0.379280075,-0.258582397,-0.214027969,-0.313142273,-0.269423471,-0.254955085,-0.286202845,-0.30097387,-0.346653134,-0.34606577,-0.332736501,-0.274119955,-0.2282695,-0.258037964,-0.260316564,-0.330864633,-0.381593313,-0.331068708,-0.321380392,-0.238613635,-0.246766213,-0.223925459,-0.284116755,-0.262609426,-0.346198718,-0.231226067,-0.429470206,-0.348006299,-0.380921674,1
3810,Transcription factor SIM2 long form mRNA,U80457_at,-0.040502238,-0.233363853,-0.377612062,-0.069367906,-0.078545046,-0.077506073,-0.387841179,-0.110110536,-0.386782352,-0.06931708,-0.23503642,-0.227372011,-0.053285476,0.005100667,-0.180828922,-0.205882228,-0.079752142,-0.194998202,0.075112803,-0.051922464,-0.03222251,0.01810705,-0.239844424,-0.130138785,-0.139607343,-0.340350857,-0.060993306,-0.097510951,-0.044986236,-0.06315659,-0.12931518,-0.484932734,0.11693884,-0.072248648,4
3811,Thymidine kinase 2 (TK2) mRNA,U80628_at,-0.220790698,-0.193010454,-0.307794013,-0.190844796,-0.319351331,-0.174945362,-0.233921182,-0.135891579,-0.203538436,-0.231850752,-0.225712789,-0.215097952,-0.257671703,-0.200740446,-0.297974449,-0.240934067,-0.253638186,-0.197051986,-0.226677806,-0.254591452,-0.185832166,-0.292858262,-0.239040686,-0.215824959,-0.219051908,-0.197921597,-0.188586294,-0.225993635,-0.288140638,-0.247896662,-0.223105678,-0.33703266,-0.048769531,-0.177520812,1
3812,Androgen regulated homeobox protein (NKX3.1) mRNA,U80669_at,-0.35337952,-0.306260317,-0.218628794,-0.201925458,-0.375553139,-0.030636542,-0.289196319,-0.259640583,-0.264762454,-0.149528503,-0.209608337,-0.101245475,-0.345575101,-0.350995774,-0.287698525,-0.3919908,-0.164187192,-0.131330904,-0.135855531,-0.103448478,-0.203376416,-0.226110657,-0.132545377,-0.163254215,-0.268155835,-0.215160873,-0.239921082,-0.157546015,-0.112664211,-0.150865753,-0.260053449,-0.240174187,-0.226314214,-0.269633957,4
3813,Lysophosphatidic acid receptor homolog mRNA,U80811_at,-0.30729682,-0.350084977,-0.261949631,-0.27251338,-0.37965546,-0.359545535,-0.264535104,-0.227116806,-0.266046874,-0.269423471,-0.257074092,-0.310327719,-0.301406891,-0.27586811,-0.323458739,-0.331067366,-0.27453795,-0.214714526,-0.258037964,-0.223294169,-0.266535716,-0.316808873,-0.263152831,-0.324277992,-0.3032871,-0.23609428,-0.248104888,-0.208021355,-0.304756189,-0.300861132,-0.204022762,-0.366773435,-0.370199384,-0.33918878,1
3814,SNRPN mRNA; 3' UTR; partial sequence,U81001_at,-0.177941871,-0.07281807,-0.1778315,-0.147753331,-0.122439889,-0.190157403,-0.267936651,-0.216011126,-0.246780575,-0.256758509,-0.136290697,-0.281547168,-0.164572044,-0.025732073,-0.296741338,-0.254287148,-0.16794915,-0.236484635,-0.151331972,-0.15573784,-0.182323316,-0.01487412,-0.218143493,-0.245628846,-0.197893305,-0.216802709,-0.20904581,-0.176665462,-0.211952259,-0.151713184,-0.195496354,-0.239370382,-0.202271705,-0.22188551,1
3815,P76 mRNA,U81006_at,-0.17875034,-0.126188695,-0.206431665,-0.115742529,-0.059264134,-0.250594431,-0.185874332,-0.161672621,-0.204822856,-0.21285331,-0.169347205,-0.2184839,-0.217400688,-0.204648822,0.260624746,-0.169161254,-0.135763512,-0.149814958,-0.128524585,-0.157646211,-0.202206799,-0.137375606,-0.168311726,-0.105716155,-0.049783086,-0.133479539,-0.141343409,-0.033269608,-0.233836155,-0.207643665,-0.114292459,-0.218069557,-0.136802103,-0.149698883,7
3816,EPLG5 Eph-related receptor tyrosine kinase ligand 5,U81262_at,-0.263639525,-0.284131034,-0.272884988,-0.23475705,-0.362015477,-0.332410543,-0.248802949,-0.225133649,-0.238217775,-0.270267801,-0.226136591,-0.218907143,-0.247279183,-0.304963795,-0.306195187,-0.312706879,-0.264506063,-0.226215716,-0.224641432,-0.23894281,-0.27589265,-0.326232064,-0.284853762,-0.296543819,-0.253384735,-0.216802709,-0.177054566,-0.221022579,-0.280846006,-0.244930652,-0.214579269,-0.328994612,-0.29289347,-0.265122292,7
3817,Placental equilibrative nucleoside transporter 1 (hENT1) mRNA,U81375_at,-0.110838992,-0.071516347,-0.022212957,-0.038177894,-0.065417617,0.179454078,-0.130599194,-0.054185505,-0.188981676,-0.14150736,-0.115948231,-0.135104948,-0.209606298,-0.084357707,-0.115474049,-0.126181023,-0.108593818,-0.023712632,-0.037295035,-0.098486714,-0.160880344,0.011432289,0.049099451,-0.267153875,-0.033015892,-0.04605178,0.058787866,0.06500435,0.008507732,-0.077986642,-0.011569533,-0.288804375,0.042592004,-0.004197713,1
3818,Endometrial bleeding associated factor mRNA,U81523_at,-0.366719249,-0.29888389,-0.213581706,-0.210543751,-0.24920163,-0.248949886,-0.293873446,-0.286214888,-0.330696013,-0.228895594,-0.263007311,-0.268426622,-0.196615648,-0.218545268,-0.291397858,-0.233422958,-0.233574411,-0.209374688,-0.25600159,-0.156882863,-0.282130605,-0.304244618,-0.16670425,-0.281641876,-0.268155835,-0.220907299,-0.281212107,-0.227140802,-0.148732114,-0.18815274,-0.219451502,-0.200385852,-0.436408756,-0.16210596,1
3819,CaM kinase II isoform mRNA,U81554_at,-0.182792682,-0.169579447,-0.115584083,-0.155550834,-0.197512376,-0.200846946,-0.060017096,-0.142634313,-0.182131436,-0.149528503,-0.154514157,-0.201554163,-0.163272979,-0.201608974,-0.129449305,-0.065674873,-0.151647333,-0.192122905,-0.203870419,-0.198485348,-0.2232599,-0.045499491,0.20381905,0.210122256,-0.186715176,-0.219265463,-0.150643189,-0.169400072,-0.243157074,-0.150018321,-0.122006829,-0.277953011,-0.200052396,-0.256474936,1
3820,Hypothetical protein A4 mRNA,U81556_at,0.149892077,0.294701603,0.145182125,0.155118104,0.411272167,0.045423663,0.269507761,0.225439649,0.344052611,-0.000504123,0.031534651,-0.033949773,0.348991654,0.289109292,0.588221184,0.740517415,0.157251191,0.144286883,-0.069469742,-0.062609341,0.142050374,0.051873485,-0.068648192,-0.001402552,0.499542146,0.034398177,0.248503387,0.154483363,0.363513159,0.026247435,0.080190867,0.320077724,0.278208594,0.305979202,7
3821,Homeodomain protein HOXB13 mRNA,U81599_at,-0.11932791,-0.033766393,-0.195496307,-0.128054376,-0.214331895,-0.060238351,-0.194378199,-0.097814962,-0.150877217,-0.112377949,-0.157480766,-0.119444942,-0.167603196,-0.190318111,-0.252760386,-0.202543958,-0.208912689,-0.148993445,-0.042182332,-0.106501872,-0.102009638,-0.188025259,-0.02122764,-0.056870896,-0.119646397,-0.165495338,-0.103400305,-0.117012787,-0.122390387,-0.207643665,-0.153676348,-0.106340696,-0.122746482,-0.147819023,7
3822,Paired-like homeodomain protein PRX-2 mRNA; partial cds,U81600_at,-0.014227014,-0.128358233,-0.102545772,-0.056235269,0.025653926,0.503429436,-0.11486704,-0.048236034,-0.01558498,-0.060451607,0.077305201,0.028267008,-0.100917859,-0.049616591,-0.112596791,-0.039385994,-0.07640818,0.099103639,0.196887961,-0.032457081,0.03444564,0.084069388,-0.031676236,-0.039899239,0.022874757,0.005666049,0.243667501,0.061180461,0.162910777,0.185988277,-0.026592254,-0.038821097,-0.052838263,0.039415041,7
3823,GRAVIN,U81607_at,-0.211089077,-0.202990327,-0.266155538,-0.208081381,-0.308275062,-0.148632643,-0.25135411,-0.092262122,0.146251936,-0.223407444,-0.263007311,-0.176582802,-0.242515944,-0.180764304,-0.323869776,-0.293929108,-0.255728162,-0.242645986,-0.08209526,-0.195431954,-0.252500316,-0.288539299,-0.245470592,-0.315171249,-0.252187078,-0.20448894,-0.18747032,-0.212227633,-0.284493322,-0.244506936,-0.189000042,-0.295234813,-0.23223237,-0.256474936,1
3824,Wnt10B mRNA,U81787_at,-0.222811869,-0.150487516,-0.140819522,-0.158833994,-0.265200684,-0.099296294,-0.182472785,-0.106540853,-0.135892317,-0.209053821,-0.171042411,-0.158806579,-0.156777654,-0.173381817,-0.237140982,-0.234257526,-0.194282853,-0.110793066,-0.145222851,-0.114135355,-0.166338555,-0.204123211,-0.139779021,-0.160770557,-0.201885494,-0.126091278,-0.145807304,-0.154486903,-0.181963216,-0.171204109,-0.183721789,-0.152157567,-0.092785817,-0.238428279,4
3825,Phosphatidylinositol 4-kinase,U81802_at,0.016090552,-0.084533573,-0.04324249,-0.197000719,-0.029317185,0.052824115,-0.06554461,-0.066481079,-0.03870454,-0.053696961,-0.150699944,0.010067541,0.01296684,-0.090003138,0.020168139,0.041984345,0.024328687,-0.039321389,0.087738321,-0.014136721,-0.115265294,0.181442365,0.085669538,0.075590823,-0.064154967,-0.04605178,0.037956358,-0.049712333,0.065649017,-0.036886213,-0.042833032,-0.024754514,-0.01141117,-0.024124229,7
3826,GB DEF = Endothelial PAS domain protein 1 (EPAS1) mRNA,U81984_at,-0.146815837,-0.135300753,-0.287605661,-0.123540032,-0.180282625,-0.475485955,-0.141229028,-0.202922289,-0.228370555,-0.180346575,-0.23206981,-0.31159745,-0.223462991,-0.230270395,-0.349765102,-0.354017975,-0.233156416,-0.037267605,-0.072727941,-0.034365452,-0.133589288,-0.149547228,-0.300124788,-0.36443045,-0.242206605,-0.036611224,-0.085172735,-0.274557031,-0.245993875,-0.269929882,-0.198744509,-0.68909914,-0.177119541,-0.380921674,4
3827,Heme A: farnesyltransferase (COX10) gene promoter region and,U82010_rna1_at,0.109064421,0.169736236,-0.009174646,-0.026276441,-0.048598098,0.156430448,-0.06426903,-0.078776653,-0.075952719,0.059443361,-0.056192235,0.004142133,-0.059347779,-0.067421413,-0.057517841,-0.067344008,-0.059688368,0.002986557,0.040494447,-0.066426083,-0.056004716,0.044806091,-0.011984651,-0.02706701,0.028463822,-0.022655619,0.107146724,-0.032122441,0.016612879,0.086415073,-0.063946045,0.068084935,0.118788264,0.004449644,1
3828,Tumor susceptiblity protein (TSG101) mRNA,U82130_at,-0.278191956,-0.175220245,-0.219890566,-0.204798222,-0.165924499,-0.269506698,-0.176520078,-0.174364827,-0.183843996,-0.236494571,-0.232917413,-0.168117934,-0.208740254,-0.167736386,-0.158221891,-0.210055066,-0.175473065,-0.201159553,-0.242154248,-0.182836707,-0.153472772,-0.24495704,-0.223769661,-0.204648502,-0.21106753,-0.192175171,-0.169986733,-0.200755965,-0.23302564,-0.211880822,-0.132563336,-0.194759219,-0.315086555,-0.147067079,7
3829,Frizzled homolog (FZD3) mRNA,U82169_at,-0.191685835,0.01483125,-0.189187448,-0.106303447,-0.172898446,-0.17741218,-0.178646044,-0.129545476,-0.185128416,-0.271956463,-0.202827514,-0.151611441,-0.191852409,-0.12865263,-0.337845031,-0.220904444,-0.172547098,-0.139546039,-0.032815013,-0.114135355,-0.125791844,-0.048640555,-0.147012665,-0.210029759,-0.188312051,-0.171241764,-0.134647567,-0.195784909,-0.16615818,-0.051292549,-0.13702955,-0.036811585,0.108801375,-0.131276254,1
3830,ARG2 Arginase; type II (non-hepatic),U82256_at,-0.222811869,-0.139639828,-0.219469975,-0.198642299,-0.246740237,-0.163022411,-0.214362287,-0.225133649,-0.159011877,-0.199766183,-0.202827514,-0.174043342,-0.181459889,-0.202911766,-0.290575784,-0.290590838,-0.225632501,-0.192944418,-0.143186477,-0.158791234,-0.172966383,-0.210405338,-0.048554738,-0.207960045,-0.179529235,-0.143741013,-0.132043628,-0.136514623,-0.197768252,-0.207219949,-0.201586646,-0.19837634,-0.171941155,-0.195943441,4
3831,Immunoglobulin-like transcript 1 mRNA,U82275_at,0.147062437,-0.203858142,0.05854045,-0.124360822,0.268101139,-0.143699008,0.091776935,0.173877564,0.225885974,-0.046942315,0.045520097,-0.137221165,-0.010849352,0.553141776,0.355985315,0.030300399,-0.129911578,-0.050411822,-0.050735103,0.151891545,0.45862662,-0.292072996,-0.213321064,-0.247284618,0.074373997,0.027420375,-0.024166175,0.107831912,-0.115501013,-0.161458647,-0.207676938,0.007397676,-0.198202972,0.054829894,7
3832,GB DEF = Unknown protein mRNA; partial cds,U82303_at,0.020941362,-0.090608278,-0.10759286,-0.139955828,-0.179051928,0.082425925,-0.211385933,-0.164449041,-0.185984696,-0.184990395,-0.107896004,-0.092780607,-0.081431884,-0.069158469,-0.212478766,-0.172082241,-0.136181507,-0.079986309,-0.103273549,-0.093906624,-0.154642388,-0.156614622,-0.120489305,-0.205476387,-0.169548762,-0.117061181,0.025308657,-0.111659341,-0.016212965,-0.073325769,-0.184533828,-0.177075514,-0.076880772,-0.127892506,1
3833,GB DEF = Unknown protein mRNA; partial cds,U82306_at,-0.193707006,-0.20949894,-0.321252914,-0.254456005,-0.318120635,-0.329532589,-0.247527369,-0.246155114,-0.258340355,-0.328104459,-0.219355768,-0.201977407,-0.201378886,-0.330151104,-0.362507247,-0.353183407,-0.298781678,-0.208553175,-0.203870419,-0.166424717,-0.250161083,-0.328980495,-0.288068715,-0.23610816,-0.193102678,-0.246766213,-0.161058943,-0.163664238,-0.295840527,-0.373316527,-0.228383931,-0.300057641,-0.191175162,-0.252339244,4
3834,GB DEF = Unknown protein mRNA; partial cds,U82310_at,-0.095073857,-0.143544996,-0.171102049,-0.206439802,-0.279148578,-0.153155142,-0.197354552,-0.092262122,-0.205679136,-0.196811025,-0.224865186,-0.132565488,-0.208307233,-0.201608974,-0.27906675,-0.279324176,-0.212256651,-0.142832093,-0.148481049,-0.180164987,-0.178424594,-0.217865365,-0.159872475,-0.209615816,-0.229032381,-0.140457342,-0.082568797,-0.149898236,-0.156432004,-0.243659504,-0.204022762,-0.213246728,-0.153816802,-0.225645231,4
3835,GB DEF = Unknown protein mRNA; partial cds,U82311_at,0.332201707,0.401442854,0.289444721,0.062779251,0.083906894,0.560166237,-0.003466379,0.061234239,0.059339518,0.139654783,-0.005336069,0.103181091,0.15586399,0.278686958,0.11265145,0.128779374,0.073652132,-0.282900149,0.476685733,0.077083407,0.093316346,0.283526937,0.210248956,0.247377115,0.255619387,0.124699149,0.473930065,0.100566522,0.444159369,0.383863537,-0.030246429,0.356248938,0.564129511,0.131528186,1
3836,GB DEF = Unknown protein mRNA; partial cds,U82313_at,-0.241002409,-0.254191415,-0.26110845,-0.286877202,-0.353400601,-0.259228292,-0.219889801,-0.23941238,-0.251490115,-0.243671382,-0.239698235,-0.227372011,-0.275858613,-0.263708719,-0.33003533,-0.318131568,-0.263252077,-0.0126222,-0.243376072,-0.248484665,-0.252500316,-0.314060442,-0.252704235,-0.287023133,-0.299294911,-0.215160873,-0.241037055,-0.220257801,-0.25896211,-0.354249318,-0.224729755,-0.349491633,-0.279947504,-0.337684892,1
3837,Clone YDD19 mRNA sequence,U82319_at,-0.208259437,-0.212102385,-0.221993519,-0.208081381,-0.26438022,-0.221814894,-0.217763834,-0.214027969,-0.195403776,-0.177391418,-0.188418267,-0.204093624,-0.203543994,-0.265880039,-0.300851707,-0.278906892,-0.243606298,-0.20033804,-0.216495937,-0.193523584,-0.234176322,-0.292465629,-0.161078083,-0.247284618,-0.253384735,-0.1728836,-0.18151846,-0.2099333,-0.218031119,-0.267387587,-0.218639463,-0.258259794,-0.193024586,-0.228277035,4
3838,GB DEF = Unknown protein mRNA; partial cds,U82320_at,-0.349337178,-0.474616437,-0.432709438,-0.378395264,-0.50231488,-0.567580473,-0.345747036,-0.263210266,-0.397485851,-0.471640688,-0.341834369,-0.33275962,-0.400568853,-0.459996026,-0.450469152,-0.445403125,-0.372766845,-0.344513663,-0.419318775,-0.356116782,-0.362444283,-0.383949111,-0.431134111,-0.477436854,-0.427843403,-0.336246267,-0.336638798,-0.344151819,-0.438085853,-0.444500775,-0.314054039,-0.56209799,-0.599897818,-0.481306202,1
3839,GB DEF = Clone 14.9B mRNA sequence,U82321_at,-0.222811869,-0.260700027,-0.248911321,-0.207260592,-0.285302061,-0.267039881,-0.223291348,-0.183883981,-0.226657995,-0.245782209,-0.240545838,-0.223139577,-0.25940379,-0.248509481,-0.26426942,-0.30728219,-0.219362571,-0.223340418,-0.223826883,-0.246576294,-0.235735811,-0.27676031,-0.275208904,-0.246456732,-0.249791765,-0.236915198,-0.248104888,-0.211845245,-0.23464667,-0.244506936,-0.234474223,-0.308095689,-0.257014649,-0.274897565,7
3840,Tubby related protein 1 (TULP1) mRNA,U82468_at,-0.741444366,-0.875980896,-0.592113297,-0.551171516,-0.841576886,-1.311325934,-0.397620627,-0.529349951,-0.47155407,-0.648527983,-0.374890877,-0.598556481,-0.667310201,-0.767020641,-0.81546995,-0.529694452,-0.643627797,-0.581109558,-0.640876254,-0.609548435,-0.309031789,-0.985855452,-1.021479803,-1.039985217,-0.54681064,-0.445838811,-0.546813836,-0.390038492,-0.766749552,-0.691527063,-0.400536187,-1.024285721,-1.112188206,-0.852390583,4
3841,GB DEF = GDI-dissociation inhibitor RhoGDIgammma mRNA,U82532_at,-0.169048719,-0.355725775,-0.378873834,-0.242144158,-0.314838777,-0.257583747,-0.200756099,-0.22275386,-0.193263076,-0.269423471,-0.254531283,-0.235836879,-0.229092273,-0.258497552,-0.329213256,-0.248862459,-0.197208821,-0.282900149,-0.195317648,-0.266041677,-0.283690094,-0.303459352,-0.282442548,-0.277502447,-0.187513613,-0.197921597,-0.161058943,-0.269968364,-0.260583139,-0.277556765,-0.142307803,-0.258661697,-0.177119541,-0.319262263,7
3842,Fatty acid amide hydrolase mRNA,U82535_at,-0.175112232,-0.1726168,-0.40158573,-0.192486375,-0.321812724,-0.202902627,-0.153134443,-0.252104586,-0.183843996,-0.22467394,-0.215965357,-0.200284433,-0.221730904,-0.239389938,-0.199736621,-0.360694515,-0.268268021,-0.219232851,-0.134633707,-0.141234222,-0.196748588,-0.202945312,-0.195638824,-0.253907703,-0.072937784,-0.210235365,-0.191934214,-0.135367456,-0.207494428,-0.263997861,-0.170729166,-0.229724725,-0.160844612,-0.243691887,4
3843,DNA-binding protein ABP/ZF mRNA,U82613_at,-0.208259437,-0.079326683,-0.307794013,-0.151036491,-0.103158976,-0.085317662,-0.173968917,-0.241395537,-0.274181534,-0.318394655,-0.129933676,-0.127486567,-0.265033071,-0.201608974,-0.371139023,-0.355269826,-0.135763512,-0.077111011,-0.084131634,-0.112990333,-0.153472772,-0.326232064,-0.241451901,-0.164496043,-0.102080765,-0.10926246,-0.219089573,-0.146074346,-0.104964322,-0.169509246,-0.228383931,-0.106340696,-0.200052396,-0.084279752,4
3844,SHOX gene (SHOXb) extracted from Human shox gene; alternatively spliced products,U82668_rna1_at,-0.281830064,-0.247682802,-0.266576129,-0.214237305,-0.353400601,-0.261695109,-0.240299082,-0.23663596,-0.255771515,-0.252959021,-0.251564674,-0.200707677,-0.271961418,-0.302358211,-0.312771778,-0.32605996,-0.262834082,-0.243878256,-0.293470869,-0.239706159,-0.284469839,-0.311704645,-0.234218257,-0.267153875,-0.248594108,-0.220907299,-0.242153029,-0.227523191,-0.264230455,-0.270777313,-0.241782573,-0.333817441,-0.31619621,-0.229780923,1
3845,HSP1-A gene extracted from Homo sapiens cosmids Qc14E2; Qc12H12; Qc11F9; Qc10G9; LA1733 and Qc17B8 from Xq28; complete sequence,U82671_cds2_at,-0.194515474,-0.038105468,-0.249331912,-0.209722961,-0.283661132,-0.216881259,-0.286219965,-0.154136624,-0.203538436,-0.201454844,-0.197318096,-0.227372011,-0.245114074,-0.27803943,-0.30044067,-0.201292106,-0.244860284,-0.209374688,-0.243376072,-0.208790551,-0.158151238,-0.275582411,-0.050965952,-0.016304495,-0.194300335,-0.163032585,-0.177054566,-0.225993635,-0.182773731,-0.208914812,-0.232850145,-0.208021997,-0.153816802,-0.182784421,1
3846,GB DEF = Homeodomain protein HoxA9 mRNA,U82759_at,-0.208259437,-0.199519067,-0.055439619,-0.164169127,-0.163463106,-0.247305341,-0.156110796,-0.127562319,-0.204394716,-0.204410002,-0.188418267,-0.198591459,-0.258970768,-0.199871918,-0.143424561,-0.164988416,-0.211420661,-0.230323283,-0.254779766,-0.223294169,-0.148404433,-0.170356776,0.041062069,0.304501231,-0.155176881,-0.158927995,-0.082568797,-0.161369904,-0.070517448,-0.072054621,-0.127285082,-0.148138543,0.158735818,-0.006829517,4
